time_s,period_us
0.0,1443233
0.02,10000000
0.04,10000000
0.06,10000000
0.08,1214913
0.1,10000000
0.12000000000000001,10000000
0.14,10000000
0.16,10000000
0.18,10000000
0.19999999999999998,10000000
0.21999999999999997,10000000
0.23999999999999996,10000000
0.25999999999999995,10000000
0.27999999999999997,10000000
0.3,10000000
0.32,10000000
0.34,10000000
0.36000000000000004,1658539
0.38000000000000006,10000000
0.4000000000000001,10000000
0.4200000000000001,10000000
0.4400000000000001,10000000
0.46000000000000013,1504929
0.48000000000000015,10000000
0.5000000000000001,10000000
0.5200000000000001,10000000
0.5400000000000001,10000000
0.5600000000000002,10000000
0.5800000000000002,2117685
0.6000000000000002,10000000
0.6200000000000002,10000000
0.6400000000000002,10000000
0.6600000000000003,1685596
0.6800000000000003,10000000
0.7000000000000003,1408276
0.7200000000000003,10000000
0.7400000000000003,10000000
0.7600000000000003,1307741
0.7800000000000004,10000000
0.8000000000000004,1577083
0.8200000000000004,10000000
0.8400000000000004,1439773
0.8600000000000004,10000000
0.8800000000000004,10000000
0.9000000000000005,2188421
0.9200000000000005,10000000
0.9400000000000005,10000000
0.9600000000000005,10000000
0.9800000000000005,2054960
1.0000000000000004,10000000
1.0200000000000005,10000000
1.0400000000000005,1207496
1.0600000000000005,1656698
1.0800000000000005,10000000
1.1000000000000005,2561723
1.1200000000000006,10000000
1.1400000000000006,10000000
1.1600000000000006,10000000
1.1800000000000006,10000000
1.2000000000000006,10000000
1.2200000000000006,10000000
1.2400000000000007,10000000
1.2600000000000007,10000000
1.2800000000000007,10000000
1.3000000000000007,10000000
1.3200000000000007,10000000
1.3400000000000007,2586619
1.3600000000000008,1790494
1.3800000000000008,10000000
1.4000000000000008,2000126
1.4200000000000008,10000000
1.4400000000000008,10000000
1.4600000000000009,10000000
1.4800000000000009,10000000
1.5000000000000009,832968
1.520000000000001,10000000
1.540000000000001,1759106
1.560000000000001,10000000
1.580000000000001,1014754
1.600000000000001,10000000
1.620000000000001,10000000
1.640000000000001,10000000
1.660000000000001,10000000
1.680000000000001,2145817
1.700000000000001,1946008
1.720000000000001,10000000
1.740000000000001,10000000
1.7600000000000011,1441999
1.7800000000000011,1047593
1.8000000000000012,1874370
1.8200000000000012,10000000
1.8400000000000012,10000000
1.8600000000000012,10000000
1.8800000000000012,10000000
1.9000000000000012,10000000
1.9200000000000013,10000000
1.9400000000000013,2176866
1.9600000000000013,10000000
1.9800000000000013,10000000
2.0000000000000013,10000000
2.0200000000000014,1309214
2.0400000000000014,10000000
2.0600000000000014,10000000
2.0800000000000014,10000000
2.1000000000000014,10000000
2.1200000000000014,10000000
2.1400000000000015,1735343
2.1600000000000015,10000000
2.1800000000000015,2422103
2.2000000000000015,1886470
2.2200000000000015,10000000
2.2400000000000015,10000000
2.2600000000000016,10000000
2.2800000000000016,10000000
2.3000000000000016,2183732
2.3200000000000016,10000000
2.3400000000000016,10000000
2.3600000000000017,10000000
2.3800000000000017,10000000
2.4000000000000017,10000000
2.4200000000000017,10000000
2.4400000000000017,10000000
2.4600000000000017,10000000
2.4800000000000018,1271886
2.5000000000000018,10000000
2.520000000000002,10000000
2.540000000000002,1734848
2.560000000000002,10000000
2.580000000000002,10000000
2.600000000000002,10000000
2.620000000000002,10000000
2.640000000000002,1194099
2.660000000000002,10000000
2.680000000000002,10000000
2.700000000000002,10000000
2.720000000000002,10000000
2.740000000000002,10000000
2.760000000000002,1821635
2.780000000000002,2532348
2.800000000000002,10000000
2.820000000000002,10000000
2.840000000000002,10000000
2.860000000000002,10000000
2.880000000000002,10000000
2.900000000000002,10000000
2.920000000000002,10000000
2.940000000000002,2368546
2.960000000000002,10000000
2.980000000000002,10000000
3.000000000000002,602111
3.0200000000000022,297129
3.0400000000000023,239773
3.0600000000000023,234986
3.0800000000000023,177081
3.1000000000000023,179649
3.1200000000000023,154856
3.1400000000000023,116463
3.1600000000000024,116457
3.1800000000000024,98197
3.2000000000000024,97296
3.2200000000000024,101779
3.2400000000000024,85888
3.2600000000000025,79410
3.2800000000000025,83586
3.3000000000000025,73150
3.3200000000000025,71601
3.3400000000000025,64453
3.3600000000000025,64196
3.3800000000000026,59188
3.4000000000000026,58615
3.4200000000000026,54322
3.4400000000000026,55587
3.4600000000000026,55527
3.4800000000000026,51357
3.5000000000000027,51285
3.5200000000000027,49115
3.5400000000000027,47687
3.5600000000000027,46145
3.5800000000000027,44607
3.6000000000000028,45744
3.6200000000000028,43767
3.640000000000003,44392
3.660000000000003,42425
3.680000000000003,40604
3.700000000000003,42161
3.720000000000003,40933
3.740000000000003,39139
3.760000000000003,39048
3.780000000000003,40299
3.800000000000003,37569
3.820000000000003,38166
3.840000000000003,36534
3.860000000000003,36364
3.880000000000003,35646
3.900000000000003,37435
3.920000000000003,35942
3.940000000000003,35384
3.960000000000003,35739
3.980000000000003,35963
4.000000000000003,34972
4.020000000000002,34180
4.040000000000002,34373
4.060000000000001,32430
4.080000000000001,33724
4.1000000000000005,32958
4.12,34241
4.14,32396
4.159999999999999,32763
4.179999999999999,30752
4.199999999999998,32311
4.219999999999998,31222
4.2399999999999975,30983
4.259999999999997,32332
4.279999999999997,30848
4.299999999999996,31455
4.319999999999996,31422
4.339999999999995,30998
4.359999999999995,30157
4.379999999999995,30857
4.399999999999994,30300
4.419999999999994,30696
4.439999999999993,30479
4.459999999999993,30118
4.479999999999992,29990
4.499999999999992,30349
4.519999999999992,29309
4.539999999999991,29516
4.559999999999991,29745
4.57999999999999,29698
4.59999999999999,29269
4.6199999999999894,29168
4.639999999999989,29080
4.659999999999989,28988
4.679999999999988,29028
4.699999999999988,29261
4.719999999999987,28712
4.739999999999987,28943
4.7599999999999865,29296
4.779999999999986,28003
4.799999999999986,28063
4.819999999999985,27867
4.839999999999985,28222
4.859999999999984,28447
4.879999999999984,28225
4.8999999999999835,28466
4.919999999999983,28361
4.939999999999983,29282
4.959999999999982,28574
4.979999999999982,28168
4.999999999999981,28913
5.019999999999981,27299
5.0399999999999805,27985
5.05999999999998,27678
5.07999999999998,27297
5.099999999999979,27832
5.119999999999979,27811
5.139999999999978,27518
5.159999999999978,27299
5.1799999999999775,27679
5.199999999999977,27041
5.219999999999977,27876
5.239999999999976,27804
5.259999999999976,26826
5.279999999999975,26921
5.299999999999975,27733
5.3199999999999745,26937
5.339999999999974,26903
5.359999999999974,26563
5.379999999999973,27112
5.399999999999973,27467
5.419999999999972,25995
5.439999999999972,26616
5.4599999999999715,26844
5.479999999999971,28003
5.499999999999971,26913
5.51999999999997,26189
5.53999999999997,26803
5.559999999999969,27488
5.579999999999969,27486
5.599999999999969,26126
5.619999999999968,27937
5.639999999999968,26751
5.659999999999967,26663
5.679999999999967,27044
5.699999999999966,27250
5.719999999999966,27265
5.739999999999966,26556
5.759999999999965,27429
5.779999999999965,26213
5.799999999999964,26974
5.819999999999964,27766
5.839999999999963,27247
5.859999999999963,27435
5.879999999999963,26987
5.899999999999962,25858
5.919999999999962,27322
5.939999999999961,26809
5.959999999999961,27032
5.9799999999999605,26230
5.99999999999996,26088
6.01999999999996,26941
6.039999999999959,26876
6.059999999999959,26828
6.079999999999958,26708
6.099999999999958,26634
6.1199999999999575,25839
6.139999999999957,27392
6.159999999999957,26319
6.179999999999956,26799
6.199999999999956,25685
6.219999999999955,25967
6.239999999999955,26785
6.2599999999999545,26578
6.279999999999954,26785
6.299999999999954,26946
6.319999999999953,26295
6.339999999999953,26665
6.359999999999952,27307
6.379999999999952,26369
6.3999999999999515,27115
6.419999999999951,26250
6.439999999999951,26581
6.45999999999995,26604
6.47999999999995,26026
6.499999999999949,27523
6.519999999999949,26811
6.5399999999999485,25841
6.559999999999948,26493
6.579999999999948,26844
6.599999999999947,26294
6.619999999999947,26754
6.639999999999946,26138
6.659999999999946,26364
6.6799999999999455,26050
6.699999999999945,26000
6.719999999999945,27068
6.739999999999944,26246
6.759999999999944,26772
6.779999999999943,25857
6.799999999999943,26734
6.8199999999999426,26634
6.839999999999942,26412
6.859999999999942,26256
6.879999999999941,26478
6.899999999999941,26258
6.91999999999994,26498
6.93999999999994,25775
6.95999999999994,26446
6.979999999999939,26947
6.999999999999939,26859
7.019999999999938,25840
7.039999999999938,25959
7.059999999999937,26544
7.079999999999937,26273
7.099999999999937,26083
7.119999999999936,26903
7.139999999999936,25886
7.159999999999935,26135
7.179999999999935,26123
7.1999999999999345,27436
7.219999999999934,25964
7.239999999999934,26136
7.259999999999933,25647
7.279999999999933,26462
7.299999999999932,26348
7.319999999999932,26676
7.3399999999999315,26025
7.359999999999931,26559
7.379999999999931,26637
7.39999999999993,26466
7.41999999999993,26101
7.439999999999929,26362
7.459999999999929,26043
7.4799999999999285,26630
7.499999999999928,27222
7.519999999999928,25779
7.539999999999927,27132
7.559999999999927,25885
7.579999999999926,26206
7.599999999999926,25379
7.6199999999999255,26082
7.639999999999925,26876
7.659999999999925,26485
7.679999999999924,25965
7.699999999999924,26241
7.719999999999923,26233
7.739999999999923,26300
7.7599999999999225,26281
7.779999999999922,26423
7.799999999999922,25700
7.819999999999921,26684
7.839999999999921,25812
7.85999999999992,26537
7.87999999999992,26117
7.8999999999999195,26013
7.919999999999919,26080
7.939999999999919,27871
7.959999999999918,25897
7.979999999999918,26432
7.999999999999917,26596
8.019999999999918,26207
8.039999999999917,26500
8.059999999999917,26844
8.079999999999917,25662
8.099999999999916,26390
8.119999999999916,26640
8.139999999999915,25584
8.159999999999915,25926
8.179999999999914,25352
8.199999999999914,26792
8.219999999999914,25750
8.239999999999913,26275
8.259999999999913,26347
8.279999999999912,26292
8.299999999999912,27275
8.319999999999911,26425
8.339999999999911,25592
8.35999999999991,26472
8.37999999999991,26726
8.39999999999991,25591
8.41999999999991,26352
8.439999999999909,25778
8.459999999999908,25613
8.479999999999908,25946
8.499999999999908,25518
8.519999999999907,25210
8.539999999999907,26030
8.559999999999906,26420
8.579999999999906,26519
8.599999999999905,26165
8.619999999999905,26236
8.639999999999905,25965
8.659999999999904,25466
8.679999999999904,26033
8.699999999999903,26619
8.719999999999903,26217
8.739999999999903,25750
8.759999999999902,26583
8.779999999999902,26616
8.799999999999901,27220
8.8199999999999,25494
8.8399999999999,25877
8.8599999999999,25625
8.8799999999999,25787
8.899999999999899,26461
8.919999999999899,25853
8.939999999999898,26144
8.959999999999898,26380
8.979999999999897,26310
8.999999999999897,26248
9.019999999999897,26244
9.039999999999896,26198
9.059999999999896,26351
9.079999999999895,26841
9.099999999999895,26206
9.119999999999894,26350
9.139999999999894,25938
9.159999999999894,26316
9.179999999999893,26032
9.199999999999893,26877
9.219999999999892,25962
9.239999999999892,26170
9.259999999999891,26717
9.279999999999891,26235
9.29999999999989,26649
9.31999999999989,26015
9.33999999999989,25883
9.35999999999989,26304
9.379999999999889,26293
9.399999999999888,26750
9.419999999999888,26178
9.439999999999888,26509
9.459999999999887,26249
9.479999999999887,26401
9.499999999999886,26105
9.519999999999886,25522
9.539999999999885,26145
9.559999999999885,26559
9.579999999999885,26459
9.599999999999884,26278
9.619999999999884,26429
9.639999999999883,26110
9.659999999999883,26540
9.679999999999882,26450
9.699999999999882,26175
9.719999999999882,26349
9.739999999999881,25817
9.75999999999988,26468
9.77999999999988,26582
9.79999999999988,26544
9.81999999999988,26032
9.839999999999879,26021
9.859999999999879,26003
9.879999999999878,25910
9.899999999999878,26617
9.919999999999877,25928
9.939999999999877,26548
9.959999999999877,25917
9.979999999999876,26648
9.999999999999876,26090
10.019999999999875,25552
10.039999999999875,27252
10.059999999999874,25914
10.079999999999874,26216
10.099999999999874,27486
10.119999999999873,26146
10.139999999999873,26173
10.159999999999872,27178
10.179999999999872,26130
10.199999999999871,25656
10.219999999999871,26508
10.23999999999987,25963
10.25999999999987,25178
10.27999999999987,26282
10.29999999999987,27027
10.319999999999869,26119
10.339999999999868,26345
10.359999999999868,26271
10.379999999999868,25597
10.399999999999867,25509
10.419999999999867,26542
10.439999999999866,25772
10.459999999999866,26050
10.479999999999865,26026
10.499999999999865,25455
10.519999999999865,26264
10.539999999999864,26076
10.559999999999864,26866
10.579999999999863,26801
10.599999999999863,25591
10.619999999999862,25968
10.639999999999862,26221
10.659999999999862,26085
10.679999999999861,26440
10.69999999999986,26172
10.71999999999986,26791
10.73999999999986,25926
10.75999999999986,25682
10.779999999999859,25804
10.799999999999859,26189
10.819999999999858,25955
10.839999999999858,26319
10.859999999999857,27214
10.879999999999857,25836
10.899999999999856,26218
10.919999999999856,25644
10.939999999999856,25964
10.959999999999855,26265
10.979999999999855,26391
10.999999999999854,26395
11.019999999999854,26168
11.039999999999853,26207
11.059999999999853,26309
11.079999999999853,26050
11.099999999999852,26605
11.119999999999852,26229
11.139999999999851,26814
11.159999999999851,25908
11.17999999999985,25856
11.19999999999985,25625
11.21999999999985,26165
11.23999999999985,26214
11.259999999999849,25941
11.279999999999848,27196
11.299999999999848,26083
11.319999999999848,26250
11.339999999999847,26217
11.359999999999847,26115
11.379999999999846,26436
11.399999999999846,26675
11.419999999999845,26176
11.439999999999845,25828
11.459999999999845,26419
11.479999999999844,25422
11.499999999999844,26598
11.519999999999843,25721
11.539999999999843,25697
11.559999999999842,25781
11.579999999999842,26042
11.599999999999842,26613
11.619999999999841,26088
11.63999999999984,25516
11.65999999999984,26421
11.67999999999984,25603
11.69999999999984,25354
11.719999999999839,26726
11.739999999999839,26602
11.759999999999838,26075
11.779999999999838,26876
11.799999999999837,26003
11.819999999999837,26467
11.839999999999836,25225
11.859999999999836,26150
11.879999999999836,26456
11.899999999999835,26610
11.919999999999835,25868
11.939999999999834,26416
11.959999999999834,26812
11.979999999999833,26280
11.999999999999833,26264
12.019999999999833,25662
12.039999999999832,26105
12.059999999999832,26533
12.079999999999831,25751
12.099999999999831,26018
12.11999999999983,25545
12.13999999999983,25965
12.15999999999983,26954
12.17999999999983,26557
12.199999999999829,26858
12.219999999999828,26382
12.239999999999828,25936
12.259999999999827,26350
12.279999999999827,26177
12.299999999999827,25801
12.319999999999826,26361
12.339999999999826,25806
12.359999999999825,25948
12.379999999999825,26674
12.399999999999824,26099
12.419999999999824,26109
12.439999999999824,25706
12.459999999999823,26224
12.479999999999823,26104
12.499999999999822,25506
12.519999999999822,25567
12.539999999999822,25909
12.559999999999821,26389
12.57999999999982,25446
12.59999999999982,25858
12.61999999999982,25819
12.63999999999982,26277
12.659999999999819,26162
12.679999999999819,26414
12.699999999999818,25882
12.719999999999818,26333
12.739999999999817,26609
12.759999999999817,26226
12.779999999999816,26090
12.799999999999816,25754
12.819999999999816,25717
12.839999999999815,26762
12.859999999999815,26230
12.879999999999814,25800
12.899999999999814,25681
12.919999999999813,25729
12.939999999999813,25958
12.959999999999813,26302
12.979999999999812,26186
12.999999999999812,25737
13.019999999999811,25909
13.03999999999981,26539
13.05999999999981,26505
13.07999999999981,25115
13.09999999999981,26141
13.11999999999981,26793
13.139999999999809,26179
13.159999999999808,26511
13.179999999999808,25825
13.199999999999807,26242
